zip,donations,total,donations_per_1000
21901,2086,51409.42999999997,40.57621335229745
21902,44,410,107.3170731707317
21903,1147,15152.06,75.69927785396838
21904,1461,27753.210000000003,52.64255918504561
21905,4,139,28.77697841726619
21908,1,10,100
21911,1120,18688.95999999996,59.92842833416105
21912,119,4150.6,28.670553654893265
21913,93,2956.27,31.458560956881474
21914,114,2967.6400000000003,38.41436292811797
21915,792,16423.720000000012,48.22293609486763
21916,23,382,60.20942408376963
21917,167,6169.52,27.068556386882605
21918,604,11263.31,53.625444030218475
21919,995,19727.17,50.43805066819012
21920,16,331,48.338368580060425
21921,6975,152703.25000000015,45.67682744145913
21922,46,5898,7.799253984401492
21925,1,100,10
21928,2,50,40
21929,1,100,10
21930,55,2363,23.275497249259413
21937,1,50,20
21942,25,561.24,44.544223505095864
21943,5,160,31.25
21944,16,374,42.780748663101605
21945,1,35,28.57142857142857
21946,1,50,20
21947,3,105,28.57142857142857
21950,2,110,18.18181818181818
21953,2,12,166.66666666666666
21965,21,280,75
21975,5,163,30.67484662576687
21991,2,12,166.66666666666666
21993,19,221,85.97285067873302
22001,2,11,181.8181818181818
22014,2,55,36.36363636363636
22017,1,10,100
22027,2,250,8
22042,41,200,205
22043,10,140,71.42857142857143
22044,23,467,49.25053533190578
22045,14,183,76.50273224043715
22046,5,440,11.363636363636363
22047,161,7081,22.736901567575202
22050,1,25,40
22057,16,250.72000000000003,63.81620931716655
22061,2,28,71.42857142857143
22066,1,100,10
22075,3,63,47.61904761904761
22076,2,55,36.36363636363636
22078,20,660,30.303030303030305
22085,1,13.43,74.46016381236038
2209,1,20,50
22093,6,266,22.55639097744361
22104,2,220,9.09090909090909
22113,1,3,333.3333333333333
22114,13,13,1000
22117,1,10,100
22122,21,920,22.82608695652174
22124,2,13,153.84615384615387
22133,22,177.86,123.6927920836613
22146,5,150,33.333333333333336
22150,1,10,100
22157,1,25,40
22192,1,10,100
22204,1,47,21.27659574468085
22205,2,29,68.9655172413793
22207,2,88.25999999999999,22.66032177656923
22208,4,125,32
22209,17,303.0399999999999,56.09820485744458
22213,3,12,250
22216,3,60,50
22218,1,50,20
22220,3,35,85.71428571428571
22228,4,69,57.971014492753625
22234,3,40,75
22237,1,5,200
22244,2,150,13.333333333333334
22286,1,25,40
22303,5,236.17,21.171190244315536
22304,3,60,50
22306,7,150.72,46.44373673036094
22307,2,3000,0.6666666666666666
22310,9,95,94.73684210526316
22311,3,505,5.9405940594059405
22314,3,62,48.387096774193544
22315,3,17,176.47058823529412
22324,1,500,2
22401,20,409,48.8997555012225
22402,15,455,32.96703296703297
22403,18,638,28.213166144200628
22407,2,7,285.7142857142857
22502,18,571,31.523642732049037
22550,5,20,250
22551,2,55,36.36363636363636
22554,2,29,68.9655172413793
22601,14,226,61.94690265486726
22602,2,29.64,67.47638326585695
22613,5,155,32.25806451612903
22617,21,179,117.31843575418995
22651,1,3,333.3333333333333
22654,2,1000,2
22658,13,130,100
22661,2,12,166.66666666666666
22663,5,35,142.85714285714286
22701,1,10,100
22702,7,435,16.091954022988507
22703,16,194,82.47422680412372
22704,6,118,50.84745762711865
22714,1,250,4
22738,8,193,41.45077720207254
22740,1,48.26,20.721094073767095
22745,1,15,66.66666666666667
22750,1,250,4
22769,9,163.5,55.04587155963303
22770,1,20,50
22771,82,1133.18,72.36273142836971
22774,2,75,26.666666666666668
22787,3,175,17.142857142857142
22791,4,60,66.66666666666667
22793,3,50,60
22801,5,275,18.18181818181818
22804,8,160,50
22807,2,1100,1.8181818181818181
22811,10,500,20
22815,1,15,66.66666666666667
22817,7,17200,0.4069767441860465
22842,1,20,50
22875,1,50,20
22910,33,12299,2.6831449711358646
22913,13,457,28.446389496717725
22915,6,330,18.18181818181818
