year,early,election_day,mail,total,pct_early,pct_election_day,pct_mail
2018000000,659669000000,1482029000000,162814000000,2304512000000,28.62510587924906,64.3098842618307,7.065009858920241
2020000000,983985000000,437126000000,1502986000000,3037030000000,32.39958116976125,14.393206520844378,49.48867808352239
2022000000,378551000000,1037176000000,338748000000,1754475000000,21.57631200216589,59.116031861383036,19.307656136451076
